"","Plottag","CLY","SND","SLT","PTO","NTO","AWC","BDW","ECE","DES","DER","PC1fert","PC2depth","MAT","Elev","Tmin"
"1","ACAC-BEN-A",16.4023151397705,72.1471729278565,4.28791876633962,0.00907439598813652,0.0446082931011915,10.0455493927002,1.54003361860911,7.06110231081645,0.698574483394623,7.82645702362061,-2.87741283977503,1.63263244720424,16.6000003814697,352,4.5
"2","ACAC-BEN-B",22.2956734498342,68.451135635376,6.3240761756897,0.0101144634342442,0.0419986055543025,12.5445960362752,1.50833713014921,8.72502573331197,0.774512588977814,11.743332862854,-2.00046437753225,0.669356159437989,16.7000007629395,344,4.5
"3","ACAC-BEN-C",18.9610775311788,71.7407162984212,4.60930289824804,0.00946437699409823,0.0391481202095747,9.964590549469,1.52975727121035,7.42576257387797,0.706691145896912,7.63473272323608,-2.71704049019497,1.65696398932462,16.6000003814697,373,4.40000009536743
"4","ACAC-GNO-A",24.9903597036997,69.101749420166,3.97444467743238,0.0122256127651781,0.0411975880463918,12.4697692394256,1.51239560047785,9.48237729072571,0.652231276035309,14.8166275024414,-2.13762978826254,1.42882222255251,15.6000003814697,259,5.69999980926514
"5","ACAC-GNO-B",26.8365062872569,67.7920265197754,4.07368020216624,0.0110821067355573,0.044232760866483,12.8388542334239,1.48348235090574,9.12774141629537,0.757909834384918,21.4403057098389,-2.09275275505502,0.282227178774158,15.6000003814697,250,5.80000019073486
"6","ACAC-GNO-C",26.133024374644,67.146910349528,3.82972792784373,0.0129292505638053,0.0464603962997595,11.9891555309296,1.50761815905571,8.72946858406067,0.728062927722931,13.9870862960815,-2.00666865077764,0.977047633732971,15.6000003814697,245,5.80000019073486
"7","ACAC-NAR-A",15.4605885346731,75.1513538360596,3.41991913318634,0.0144648468121886,0.057010708997647,12.1359788576762,1.52279566725095,7.41497147083282,0.794938683509827,6.5339093208313,-2.38804188706685,0.580839608110552,15.6000003814697,365,5
"8","ACAC-NAR-B",18.4210341771444,72.3737557729085,3.67267203330994,0.0131406808116784,0.0458213475843271,12.1436967055003,1.51924728353818,6.2443778514862,0.772645056247711,9.83794689178467,-2.46634633236595,0.632377374664449,15.6000003814697,362,5
"9","ACAC-NAR-C",19.2559010187785,72.4170220692953,4.5797692934672,0.0116619597344349,0.0513403884445627,11.9930392901103,1.51332325736681,6.7915453116099,0.849927484989166,6.10441303253174,-2.19720328313331,0.326980078070656,15.6999998092651,340,5
"10","ACAC-PER-A",19.776093006134,71.329527537028,4.9578818877538,0.0136730547528714,0.0363968154415488,11.4079486529032,1.5557473997275,6.6314742565155,0.794926047325134,14.79833984375,-2.6624996530176,0.376448936170602,19.5,306,6.40000009536743
"11","ACAC-PER-B",19.2052117188771,67.1883481343587,4.51111914714178,0.0135908039907615,0.0367107071603338,9.61961857477823,1.56745860973994,8.36723168690999,0.733017981052399,15.3591938018799,-2.80684910190002,1.12842883967917,19.5,306,6.40000009536743
"12","ACAC-PER-C",18.1124342282613,70.8306776682536,4.65841444333394,0.0139372461320212,0.0333918801819285,11.9724913438161,1.56534897287687,7.21973554293315,0.796643137931824,21.9845485687256,-2.91362274099608,-0.100983026310085,19.5,313,6.30000019073486
"13","COCA-GRIM-A",15.1791009902954,76.2547079722087,3.78597223758698,0.0147844296103964,0.100958341732621,13.0822921593984,1.52493823568026,5.47866801420848,0.930334627628326,5.02439022064209,-1.94752129146526,-0.644482464371803,14.6999998092651,281,4.59999990463257
"14","COCA-GRIM-B",15.5418097178142,76.0641040802002,3.80226449171702,0.0139006870643546,0.0943439429004987,13.1948913733164,1.51566164692243,5.87386492888133,0.883162140846252,6.49385404586792,-2.01363267686006,-0.352245453601594,14.6999998092651,281,4.59999990463257
"15","COCA-GRIM-C",16.5821029345194,74.9634666442871,4.04821948210398,0.0139000648632646,0.102746040249864,13.6143240133921,1.51861747105916,7.71994829177856,0.978101849555969,8.16615200042725,-1.73783666062396,-1.13398943313896,14.8000001907349,268,4.59999990463257
"16","COCA-LP-A",14.8551797072092,76.0459976196289,3.72464193900426,0.0112609285861254,0.0718564999600252,13.9593034585317,1.51150066653888,10.6628583272298,0.946525514125824,19.0334968566895,-2.33364175835283,-1.37125537318088,14.8999996185303,273,4.09999990463257
"17","COCA-LP-B",15.7744496663412,77.4668858846028,3.78710212310155,0.012303980688254,0.0738225802779198,13.9899246692658,1.5299540857474,7.11704397201538,0.966010868549347,17.2806148529053,-2.44357079761325,-1.54474457679584,14.8999996185303,259,4.19999980926514
"18","COCA-LP-C",15.3669814268748,73.78093846639,3.84034260114034,0.0133084165863693,0.0680616389339169,13.4769616921743,1.50501545270284,9.70266699790955,1.01014757156372,18.2655868530273,-2.23888255680281,-1.7403418710381,14.8999996185303,260,4.19999980926514
"19","COCA-MIDG-A",16.3766038417816,79.1985448201497,4.54159317413966,0.0135559892902772,0.0526787800093492,12.1682755152384,1.43986640373866,3.57667354742686,0.981509029865265,15.2049026489258,-2.59195258887159,-1.34607983610599,16.2000007629395,341,5.90000009536743
"20","COCA-MIDG-B",18.829758087794,77.421438852946,5.37772083282471,0.0134053178286801,0.0432482967153192,13.1054492791494,1.49057636658351,3.34938398996989,1.00533378124237,7.99332714080811,-2.26714857655816,-1.20320265647826,16.1000003814697,345,5.90000009536743
"21","COCA-MIDG-C",18.4284048080445,76.5239270528158,5.55529777208964,0.0161756531645854,0.0519759074474375,12.0407667954763,1.48886451125145,2.92969689766566,0.993017733097076,15.911280632019,-2.48553752254856,-1.44309470476816,16.2000007629395,315,5.90000009536743
"22","COCA-STIR-A",15.9564606348673,80.6232306162517,3.42459469040235,0.0126435342244804,0.0414204721649488,12.4034237066905,1.48131822546323,6.80388685067495,0.769736111164093,14.3279523849487,-2.83132307435327,0.320322522649395,15.1999998092651,215,6.19999980926514
"23","COCA-STIR-B",15.9309287468592,80.5267066955566,3.23563263813654,0.0129032399660597,0.0424953339000543,12.0708926518758,1.47005019585292,7.4981937011083,0.77651846408844,9.95616340637207,-2.65547161420137,0.568376869248956,15.1000003814697,222,6.09999990463257
"24","COCA-STIR-C",13.7337059179942,80.9336744944254,3.55356381336848,0.0104817801620811,0.0420097410678864,13.4585772355398,1.51464780171712,7.64947732289632,0.771496593952179,11.0388841629028,-2.81561696908997,0.342816343377576,15.1000003814697,250,6
"25","COCA-WAL-A",11.9878595670064,76.6229915618897,3.15737107396126,0.0161147553784152,0.0812362475941579,12.6529483795166,1.36951383948326,6.59888962904612,1.14481711387634,7.56520414352417,-1.77897949804826,-2.25354825295022,15.5,32,7.80000019073486
"26","COCA-WAL-B",15.2252799669901,77.0972124735515,3.56116278966268,0.016343663368995,0.0684397518634796,13.2734110355377,1.43477579951286,5.99284029006958,1.09295332431793,6.10997295379639,-1.83697181168122,-1.83471031160793,15.6000003814697,24,7.80000019073486
"27","COCA-WAL-C",15.2040120363236,75.6076062520345,3.68536416689555,0.0173241795661548,0.0809900810321171,13.5523415406545,1.38107414046923,6.25539060433706,1.13546276092529,5.05313634872437,-1.41120950569027,-2.15194039665953,15.3999996185303,32,7.59999990463257
"28","EMARG-GRIM-A",15.1791009902954,76.2547079722087,3.78597223758698,0.0147844296103964,0.100958341732621,13.0822921593984,1.52493823568026,5.47866801420848,0.930334627628326,5.02439022064209,-1.94752129146526,-0.644482464371803,14.6999998092651,281,4.59999990463257
"29","EMARG-GRIM-B",15.5418097178142,76.0641040802002,3.80226449171702,0.0139006870643546,0.0943439429004987,13.1948913733164,1.51566164692243,5.87386492888133,0.883162140846252,6.49385404586792,-2.01363267686006,-0.352245453601594,14.6999998092651,281,4.59999990463257
"30","EMARG-GRIM-C",16.5821029345194,74.9634666442871,4.04821948210398,0.0139000648632646,0.102746040249864,13.6143240133921,1.51861747105916,7.71994829177856,0.978101849555969,8.16615200042725,-1.73783666062396,-1.13398943313896,14.8000001907349,268,4.59999990463257
"31","EMARG-LP-A",14.8551797072092,76.0459976196289,3.72464193900426,0.0112609285861254,0.0718564999600252,13.9593034585317,1.51150066653888,10.6628583272298,0.946525514125824,19.0334968566895,-2.33364175835283,-1.37125537318088,14.8999996185303,273,4.09999990463257
"32","EMARG-LP-B",15.7744496663412,77.4668858846028,3.78710212310155,0.012303980688254,0.0738225802779198,13.9899246692658,1.5299540857474,7.11704397201538,0.966010868549347,17.2806148529053,-2.44357079761325,-1.54474457679584,14.8999996185303,259,4.19999980926514
"33","EMARG-LP-C",15.3669814268748,73.78093846639,3.84034260114034,0.0133084165863693,0.0680616389339169,13.4769616921743,1.50501545270284,9.70266699790955,1.01014757156372,18.2655868530273,-2.23888255680281,-1.7403418710381,14.8999996185303,260,4.19999980926514
"34","EMARG-MIDG-A",16.3766038417816,79.1985448201497,4.54159317413966,0.0135559892902772,0.0526787800093492,12.1682755152384,1.43986640373866,3.57667354742686,0.981509029865265,15.2049026489258,-2.59195258887159,-1.34607983610599,16.2000007629395,341,5.90000009536743
"35","EMARG-MIDG-B",18.829758087794,77.421438852946,5.37772083282471,0.0134053178286801,0.0432482967153192,13.1054492791494,1.49057636658351,3.34938398996989,1.00533378124237,7.99332714080811,-2.26714857655816,-1.20320265647826,16.1000003814697,345,5.90000009536743
"36","EMARG-MIDG-C",18.4284048080445,76.5239270528158,5.55529777208964,0.0161756531645854,0.0519759074474375,12.0407667954763,1.48886451125145,2.92969689766566,0.993017733097076,15.911280632019,-2.48553752254856,-1.44309470476816,16.2000007629395,315,5.90000009536743
"37","EMARG-STIR-A",15.9564606348673,80.6232306162517,3.42459469040235,0.0126435342244804,0.0414204721649488,12.4034237066905,1.48131822546323,6.80388685067495,0.769736111164093,14.3279523849487,-2.83132307435327,0.320322522649395,15.1999998092651,215,6.19999980926514
"38","EMARG-STIR-B",15.9309287468592,80.5267066955566,3.23563263813654,0.0129032399660597,0.0424953339000543,12.0708926518758,1.47005019585292,7.4981937011083,0.77651846408844,9.95616340637207,-2.65547161420137,0.568376869248956,15.1000003814697,222,6.09999990463257
"39","EMARG-STIR-C",13.7337059179942,80.9336744944254,3.55356381336848,0.0104817801620811,0.0420097410678864,13.4585772355398,1.51464780171712,7.64947732289632,0.771496593952179,11.0388841629028,-2.81561696908997,0.342816343377576,15.1000003814697,250,6
"40","EMARG-WAL-A",11.9878595670064,76.6229915618897,3.15737107396126,0.0161147553784152,0.0812362475941579,12.6529483795166,1.36951383948326,6.59888962904612,1.14481711387634,7.56520414352417,-1.77897949804826,-2.25354825295022,15.5,32,7.80000019073486
"41","EMARG-WAL-B",15.2252799669901,77.0972124735515,3.56116278966268,0.016343663368995,0.0684397518634796,13.2734110355377,1.43477579951286,5.99284029006958,1.09295332431793,6.10997295379639,-1.83697181168122,-1.83471031160793,15.6000003814697,24,7.80000019073486
"42","EMARG-WAL-C",15.2040120363236,75.6076062520345,3.68536416689555,0.0173241795661548,0.0809900810321171,13.5523415406545,1.38107414046923,6.25539060433706,1.13546276092529,5.05313634872437,-1.41120950569027,-2.15194039665953,15.3999996185303,32,7.59999990463257
"43","ESAL-BEN-A",21.6409471035004,65.8508129119873,5.67819841702779,0.0114256063631426,0.0435838143651684,11.9842498302459,1.49474288026492,9.97880403200787,0.776558995246887,12.3824558258057,-1.93090213859016,0.727791635697989,16.7000007629395,344,4.5
"44","ESAL-BEN-B",17.0777302583059,73.4772059122721,4.04347970088323,0.0095285854768008,0.0407472330455979,11.2098743915558,1.51216820875803,9.25743571917216,0.73412960767746,12.2703990936279,-2.71460057436512,1.03874120302518,16.7000007629395,344,4.5
"45","ESAL-BEN-C",23.870407183965,62.0462547938029,6.26794540882111,0.0104443409945816,0.0422305439909299,10.6171926657359,1.51468166708946,7.90036777655284,0.679404437541962,13.5423278808594,-2.13986850828069,1.58057924121882,16.6000003814697,355,4.5
"46","ESAL-GNO-A",24.7897087732951,69.8600737253825,4.20356483260791,0.0120153164025396,0.0418263788645466,12.1657469272613,1.52239466706912,9.9845991929372,0.665144741535187,14.0789794921875,-2.16119653988815,1.42853264157209,15.6000003814697,259,5.69999980926514
"47","ESAL-GNO-B",25.7865467071533,70.2974109649658,4.46864608923594,0.0108378897421062,0.0452725716556112,13.2589378356934,1.48375377058983,8.87546300888062,0.691567540168762,17.7804489135742,-2.0518839571134,0.860789140241997,15.6000003814697,260,5.69999980926514
"48","ESAL-GNO-C",26.0856133302053,68.03489112854,4.57893870274226,0.0110101141811659,0.042009345566233,12.5778753757477,1.48519991834958,8.39840316772461,0.631812155246735,13.0985612869263,-1.97551059299658,1.65563826098491,15.6000003814697,260,5.80000019073486
"49","ESAL-NAR-A",13.9531087080637,78.278258005778,2.9865045150121,0.00934825558215379,0.0483414738749465,11.1568297545115,1.54944359262784,6.12989453474681,0.696589350700378,7.31033802032471,-3.1249417148254,1.38978928667821,15.8000001907349,381,4.90000009536743
"50","ESAL-NAR-B",21.8503529230754,70.0324611663818,4.35846998294195,0.00967174349352718,0.0500198292235534,13.2612782319387,1.51368501782418,11.23646124204,0.74109959602356,16.4295024871826,-2.12103135898733,0.591640011135175,16.1000003814697,331,5.19999980926514
"51","ESAL-NAR-C",17.4094563325246,72.9022274017334,4.17650745312373,0.00967789868203302,0.0560813872143627,11.4505560398102,1.53011492888133,6.72990771134694,0.708329319953918,10.1657514572144,-2.65113464250647,1.19372629743598,15.8999996185303,360,5
"52","ESAL-PER-A",17.7095266183217,72.1106084187825,4.05943828821183,0.0138982199132442,0.0367468238497774,9.20170760154724,1.57065114378929,8.19259905815125,0.806830167770386,15.8976335525513,-3.07188732061194,0.561306988877013,19.5,317,6.30000019073486
"53","ESAL-PER-B",20.6846594015757,68.1758035024007,4.60077373186747,0.0148835877577464,0.0356327146291733,8.67283248901367,1.55942729115486,7.48578341801962,0.747203528881073,8.70489978790283,-2.6433396268628,1.49632852930903,19.3999996185303,325,6.19999980926514
"54","ESAL-PER-C",16.7625538508098,72.9332733154297,4.01634665330251,0.0155924840364605,0.0378396020581325,9.58204491933187,1.58625625570615,6.63207260767618,0.736093401908875,8.21972179412842,-2.93661249710654,1.34134213310866,19.3999996185303,328,6.19999980926514
"55","AMYG-CMP-A",24.3584855397542,61.8264481226603,11.5309091409048,0.0182784316129982,0.104828863715132,13.4112939834595,1.25996693968773,20.3497425715129,0.766425132751465,4.7036600112915,1.0012713760281,1.18749239086869,12.3999996185303,27,4.80000019073486
"56","AMYG-CMP-B",24.1368801593781,60.4501438140869,12.6719619433085,0.0212312562701603,0.106993663435181,13.5302607218424,1.29667217532794,17.4244786898295,0.780291795730591,2.14352512359619,1.07269127392496,1.09105160659689,12.3999996185303,27,4.80000019073486
"57","AMYG-CMP-C",24.8935761451721,58.9445912043254,13.1924676895141,0.0226573000351588,0.104481120283405,13.6368185679118,1.27049885193507,16.361963113149,0.779362738132477,4.78178262710571,1.15815960038119,0.923198639085313,12.3000001907349,48,4.80000019073486
"58","AMYG-EPF-A",34.4987330436707,50.492925008138,13.0979704062144,0.0154878516526272,0.0871537489195664,19.1680181821188,1.37060928344727,12.5289175510407,0.952587604522705,11.9158334732056,1.41221323948224,-1.33702996192315,11.3999996185303,212,1.79999995231628
"59","AMYG-EPF-B",30.6763656934102,55.2949838638306,14.0685145060221,0.0171196673375865,0.0894052361448607,19.3952563603719,1.3668119708697,15.3279882272084,0.920609712600708,10.5851716995239,1.47562285441516,-1.08360765449258,11.3999996185303,212,1.79999995231628
"60","AMYG-EPF-C",30.5453462600708,55.6184320449829,11.8347583611806,0.0168272932060063,0.080076202750206,20.4306500752767,1.36150178313255,16.2615330219269,0.96065354347229,13.4210052490234,1.33319746317324,-1.63747016675704,11.3999996185303,212,1.79999995231628
"61","AMYG-GRA-A",31.9243922233582,51.9996395111084,11.410737991333,0.0177556560374796,0.0990076952924332,14.6524137655894,1.34259817997615,21.4174936612447,0.816507756710052,1.77695226669312,1.58427156343023,1.0197690916356,11.6999998092651,151,2.90000009536743
"62","AMYG-GRA-B",31.178131421407,54.392068862915,9.08023762702941,0.0153710759865741,0.0809920200457175,16.0331764221191,1.32264149188996,25.9739902814229,0.837435960769653,0.957526385784149,1.59308636422326,0.882062741307463,11.6000003814697,167,2.79999995231628
"63","AMYG-GRA-C",29.5946156183879,55.7153590520223,9.09920525550842,0.0127443890087306,0.0880378627528747,15.0052775541941,1.32989349961281,28.6929074923198,0.840662837028503,1.11744236946106,1.45288556673736,1.06357590747654,11.8999996185303,163,3.09999990463257
"64","AMYG-MER-A",30.776204586029,42.2140172322591,19.5929247538249,0.0351130037258069,0.166570836057266,14.34423828125,1.1547307819128,14.3263698418935,0.825065314769745,2.07170391082764,3.60178088840846,0.504567331384338,10,386,1.70000004768372
"65","AMYG-MER-B",30.588233311971,41.179983774821,18.1127462387085,0.0281053008511663,0.157044198364019,13.9152623812357,1.11666683852673,19.9096608161926,0.829546630382538,1.87760603427887,3.55856937650832,0.811432189685952,8.19999980926514,619,0.5
"66","AMYG-MER-C",41.6339426040649,28.9640018145243,19.3788873354594,0.0513541412850221,0.214790164182584,18.2880210876465,1.13207846879959,26.5463061332703,0.969571053981781,9.73156929016113,6.26906184455474,-1.21270760880737,9.89999961853027,408,1.60000002384186
"67","AMYG-TMP-A",29.1247132619222,52.8312269846598,7.37750188509623,0.0259244583236674,0.100219408671061,14.1312212149302,1.39189807573954,13.1762588024139,0.944730579853058,1.30505752563477,0.894224138509559,-0.217172469230713,11.3999996185303,210,4.40000009536743
"68","AMYG-TMP-B",34.7499419848125,45.4470580418904,13.3227531909943,0.0232574194669724,0.140941936522722,13.4693871339162,1.26567999521891,18.0406169891358,0.738485991954803,1.37917256355286,2.40164779984642,1.60476022915003,12,87,5
"69","AMYG-TMP-C",30.7965135574341,58.7119588851928,10.2666099866231,0.0327941685294111,0.140369323392709,13.8830914497376,1.30889672040939,16.0290828545888,0.768003046512604,1.43341374397278,1.8234136003491,1.00933880717195,12.3000001907349,88,5.09999990463257
"70","OBLI-BOF-A",25.279576142629,60.5848639806112,12.231147368749,0.021229216363281,0.129968140895168,13.7256025473277,1.24940119187037,17.6081859270732,0.897362768650055,1.62685060501099,1.49327725245736,0.200160246758082,12.8999996185303,48,4.40000009536743
"71","OBLI-BOF-B",28.2848671277364,54.3286670049032,13.0260490576426,0.0212098984047771,0.134331083546082,14.5755279858907,1.24900965889295,19.2853051821391,0.895866453647614,4.99188137054443,1.94982836617209,0.0340667846972551,12.8999996185303,48,4.40000009536743
"72","OBLI-BOF-C",26.6015377044678,56.2971235911051,12.4201486110687,0.0238418917482098,0.100082010030747,12.6145534515381,1.30997429291407,17.9839455286661,0.875556230545044,1.65067553520203,1.24399997942092,0.627556103678693,12.8000001907349,71,4.30000019073486
"73","OBLI-GRA-A",26.1041390101115,51.7368764877319,10.9076787630717,0.0148833998634169,0.0907978862524032,16.754824479421,1.26469215750694,18.2499465942383,0.752820312976837,1.23256945610046,1.44669159482126,1.07404766774356,10.5,346,1.79999995231628
"74","OBLI-GRA-B",27.2210683027903,48.3910907109578,9.85061303774516,0.0170537233352661,0.0877763020495574,14.7026760578155,1.25391499201457,18.009297768275,0.764664173126221,1.22288990020752,1.34220212671951,1.2991881843887,11.1000003814697,260,2.09999990463257
"75","OBLI-GRA-C",27.6187116305033,50.8300151824951,11.356626590093,0.0174531222631534,0.0719830362747112,16.1384571393331,1.31819668412209,16.7828800678253,0.820641100406647,3.48149371147156,1.16896525029121,0.557138468509374,10.1999998092651,355,1.70000004768372
"76","OBLI-MER-A",36.5938704808553,38.440533320109,19.0763748486837,0.0406047555928429,0.15102073798577,15.7458636760712,1.23408356308937,21.2253413200379,0.916896104812622,10.3782958984375,4.04048664633442,-0.513936869451616,9.80000019073486,421,1.5
"77","OBLI-MER-B",30.776204586029,42.2140172322591,19.5929247538249,0.0351130037258069,0.166570836057266,14.34423828125,1.1547307819128,14.3263698418935,0.825065314769745,2.07170391082764,3.60178088840846,0.504567331384338,10,386,1.70000004768372
"78","OBLI-MER-C",43.3765729268392,27.0928252538045,18.8007737795512,0.0451058779532711,0.227508389701446,17.6303195953369,1.13054646551609,22.7359619140625,0.944667637348175,1.24470591545105,6.22804474327452,-0.532926530717645,9.89999961853027,437,1.70000004768372
"79","OBLI-TMP-A",37.4279697736104,49.0470905303955,13.960854768753,0.0300035186422368,0.13614742582043,13.8457138538361,1.25690969824791,19.9017267227173,0.804295301437378,1.85103118419647,2.83324859386093,1.06266146527894,11.6999998092651,181,4.5
"80","OBLI-TMP-B",34.2172385851542,47.7816292444865,14.3552367687225,0.0228707049973309,0.120164355263114,14.3285222053528,1.2064067920049,21.3478760719299,0.774169445037842,1.36020171642303,2.67373262838791,1.36209257270352,11.5,185,4.30000019073486
"81","OBLI-TMP-C",40.3159850438436,44.0526135762533,12.1234488487243,0.0232261793377499,0.151387855410576,13.6256393591563,1.24235835671425,21.3588177363078,0.836515843868256,1.61800956726074,2.95308819164694,1.01403271330659,11.6000003814697,187,4.40000009536743
"82","OVAT-CMP-A",24.3584855397542,61.8264481226603,11.5309091409048,0.0182784316129982,0.104828863715132,13.4112939834595,1.25996693968773,20.3497425715129,0.766425132751465,4.7036600112915,1.0012713760281,1.18749239086869,12.3999996185303,27,4.80000019073486
"83","OVAT-CMP-B",22.2682848771413,62.4380855560303,13.1868433157603,0.0205264979352554,0.0976565542320411,13.9479153951009,1.27000850439072,17.8291076024373,0.803541302680969,5.1588077545166,0.943191276111099,0.707319400930659,12.3999996185303,27,4.80000019073486
"84","OVAT-CMP-C",24.5389746030172,60.2270409266154,11.8532378673553,0.0238722690070669,0.115630131835739,13.8750466505687,1.29424566030502,14.4307663440704,0.777970433235168,6.58456754684448,0.944160431082939,0.681449483974623,12.3999996185303,27,4.90000009536743
"85","OVAT-EPF-A",31.7628602981567,55.3116369247436,14.0488560994466,0.0177610893733799,0.0874157765259346,16.4352149963379,1.36061721046766,13.5715510845184,0.938157200813293,6.19762945175171,1.25687604868163,-0.583113812218813,11.3999996185303,212,1.79999995231628
"86","OVAT-EPF-B",33.182787100474,52.8663059870402,13.761771440506,0.0187406889162958,0.114373613769809,20.1867101987203,1.35502655307452,14.6588132381439,0.935519576072693,12.9968376159668,1.88778826467862,-1.4885524790943,11.3999996185303,205,1.79999995231628
"87","OVAT-EPF-C",40.4224983851115,51.0713485081991,11.1692001819611,0.0144863886913906,0.0849903418372076,19.7017542521159,1.37202818195025,19.5072062810262,0.933758974075317,15.0748701095581,1.76393619238862,-1.14725193736023,11.3999996185303,205,1.79999995231628
"88","OVAT-GRA-A",34.2939259211222,48.5188395182292,13.1611011823019,0.0362477423623204,0.121727026998997,17.3148064613342,1.29233221213022,17.2723638216654,0.828236162662506,3.77475428581238,2.87870890466184,0.122651335598302,9.19999980926514,536,0.899999976158142
"89","OVAT-GRA-B",35.6313316027323,50.9925746917724,13.5753272374471,0.0316883418709039,0.0997396974513928,16.8893931706747,1.28436316053073,14.7908837795258,0.854036688804626,4.53243637084961,2.41178812663379,-0.0103260941561658,9.30000019073486,542,0.899999976158142
"90","OVAT-GRA-C",26.2017168998718,54.8318866093953,10.6916704177857,0.017471675761044,0.125999319677552,14.7595768769582,1.28209448854129,19.7801996866862,0.834037601947784,1.35993885993958,1.53616789882066,0.680945810485489,9.39999961853027,539,1
"91","OVAT-MER-A",36.0193193753561,33.1272157033285,17.7420034408569,0.0432325319076578,0.203978495051464,16.0751392046611,1.16216161847115,23.8498907089233,0.940860271453857,13.9085235595703,4.82655412652991,-0.986546910372421,10.1000003814697,399,1.70000004768372
"92","OVAT-MER-B",41.0484692255656,28.8293368021647,19.5177477200826,0.047109680250287,0.210772243638834,16.2971584002177,1.12113560239474,24.0389839808146,0.937910318374634,15.9315090179443,5.5447002341141,-1.05038211489358,9.60000038146973,398,1.39999997615814
"93","OVAT-MER-C",36.0193193753561,33.1272157033285,17.7420034408569,0.0432325319076578,0.203978495051464,16.0751392046611,1.16216161847115,23.8498907089233,0.940860271453857,13.9085235595703,4.82655412652991,-0.986546910372421,10.3000001907349,359,1.79999995231628
"94","VIMI-EPF-A",34.4987330436707,50.492925008138,13.0979704062144,0.0154878516526272,0.0871537489195664,19.1680181821188,1.37060928344727,12.5289175510407,0.952587604522705,11.9158334732056,1.41221323948224,-1.33702996192315,11.3999996185303,212,1.79999995231628
"95","VIMI-EPF-B",31.7628602981567,55.3116369247436,14.0488560994466,0.0177610893733799,0.0874157765259346,16.4352149963379,1.36061721046766,13.5715510845184,0.938157200813293,6.19762945175171,1.25687604868163,-0.583113812218813,11.3999996185303,212,1.79999995231628
"96","VIMI-EPF-C",33.182787100474,52.8663059870402,13.761771440506,0.0187406889162958,0.114373613769809,20.1867101987203,1.35502655307452,14.6588132381439,0.935519576072693,12.9968376159668,1.88778826467862,-1.4885524790943,11.3999996185303,205,1.79999995231628
"97","VIMI-FREY-A",35.812931060791,45.5496009190877,14.2695475419362,0.0169632343264918,0.128115174671014,16.1178822517395,1.26646504799525,20.9621879259745,0.907948434352875,1.83550190925598,2.71365020391553,0.168937724485201,12,171,3.29999995231628
"98","VIMI-FREY-B",36.2379112243652,47.6417303085327,13.4812766710917,0.0190665692401429,0.148421098788579,13.8838748931885,1.29461676875751,18.0017695426941,0.852476000785828,1.32423877716064,2.34729340465779,0.750378152923907,12.3000001907349,143,3.70000004768372
"99","VIMI-FREY-C",39.018114566803,43.8520530064901,16.3976990381877,0.0199941008662184,0.129468739032745,15.6987178325653,1.30516940355301,18.4060220718384,0.895877420902252,4.00913858413696,2.79212402088382,0.154931479555951,12.1000003814697,150,3.40000009536743
"100","VIMI-GRA-A",31.9243922233582,51.9996395111084,11.410737991333,0.0177556560374796,0.0990076952924332,14.6524137655894,1.34259817997615,21.4174936612447,0.816507756710052,1.77695226669312,1.58427156343023,1.0197690916356,11.6999998092651,151,2.90000009536743
"101","VIMI-GRA-B",31.178131421407,54.392068862915,9.08023762702941,0.0153710759865741,0.0809920200457175,16.0331764221191,1.32264149188996,25.9739902814229,0.837435960769653,0.957526385784149,1.59308636422326,0.882062741307463,11.6000003814697,167,2.79999995231628
"102","VIMI-GRA-C",29.5946156183879,55.7153590520223,9.09920525550842,0.0127443890087306,0.0880378627528747,15.0052775541941,1.32989349961281,28.6929074923198,0.840662837028503,1.11744236946106,1.45288556673736,1.06357590747654,11.8999996185303,163,3.09999990463257
"103","VIMI-MER-A",36.5938704808553,38.440533320109,19.0763748486837,0.0406047555928429,0.15102073798577,15.7458636760712,1.23408356308937,21.2253413200379,0.916896104812622,10.3782958984375,4.04048664633442,-0.513936869451616,9.80000019073486,421,1.5
"104","VIMI-MER-B",39.8823588689168,40.2446508407593,18.6374106407165,0.0354808953901132,0.172355497876803,17.2358425458272,1.1247573941946,17.0163267453512,0.904878675937653,3.01003241539001,4.58674519376229,-0.349790236014734,9.69999980926514,450,1.39999997615814
"105","VIMI-MER-C",36.0193193753561,33.1272157033285,17.7420034408569,0.0432325319076578,0.203978495051464,16.0751392046611,1.16216161847115,23.8498907089233,0.940860271453857,13.9085235595703,4.82655412652991,-0.986546910372421,10.1000003814697,399,1.70000004768372
"106","VIMI-TMP-A",25.4421288172404,59.2825781504313,9.5386734008789,0.040643347427249,0.167459346354008,13.911084095637,1.33790418505668,15.5831219355265,0.684659898281097,1.7207213640213,1.85647203936827,1.34750511547603,12.3999996185303,9,5.30000019073486
"107","VIMI-TMP-B",29.1247132619222,52.8312269846598,7.37750188509623,0.0259244583236674,0.100219408671061,14.1312212149302,1.39189807573954,13.1762588024139,0.944730579853058,1.30505752563477,0.894224138509559,-0.217172469230713,11.3999996185303,210,4.40000009536743
"108","VIMI-TMP-C",29.1247132619222,52.8312269846598,7.37750188509623,0.0259244583236674,0.100219408671061,14.1312212149302,1.39189807573954,13.1762588024139,0.944730579853058,1.30505752563477,0.894224138509559,-0.217172469230713,11.3999996185303,210,4.40000009536743
